PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Original_Name;Normalized_Name;Normalized_Name_Core;Search_Name_Primary;Search_Name_Variants;Cleaning_Rules_Applied
11492058;Independent Center;MINNIELAND ACAD HEATHCOTE # 40;Haymarket;VA;;;;;;,,;MINNIELAND ACAD HEATHCOTE # 40;MINNIELAND ACAD HEATHCOTE 40;MINNIELAND ACAD HEATHCOTE 40;MINNIELAND ACADEMY HEATHCOTE 40;MINNIELAND ACADEMY HEATHCOTE 40 || MINNIELAND ACAD HEATHCOTE 40;ACAD->ACADEMY
11492242;;MCNEIL PRE-SCHOOL ACADEMY;Alexandria;VA;;;;;;,,;MCNEIL PRE-SCHOOL ACADEMY;MCNEIL PRESCHOOL ACADEMY;MCNEIL;MCNEIL PRESCHOOL ACADEMY;MCNEIL PRESCHOOL ACADEMY || MCNEIL;
11492618;Church/Synagogue;ASCENSION EPISCOPAL DAY SCH;Norfolk;VA;;;;;;,,;ASCENSION EPISCOPAL DAY SCH;ASCENSION EPISCOPAL DAY SCH;ASCENSION EPISCOPAL;ASCENSION EPISCOPAL DAY SCHOOL;ASCENSION EPISCOPAL DAY SCHOOL || ASCENSION EPISCOPAL DAY SCH || ASCENSION EPISCOPAL;SCH->SCHOOL
11501673;Independent Center;MY PLACE EARLY LEARNING CTR;Katy;TX;;;;;;,,;MY PLACE EARLY LEARNING CTR;MY PLACE EARLY LEARNING CTR;MY PLACE;MY PLACE EARLY LEARNING CENTER;MY PLACE EARLY LEARNING CENTER || MY PLACE EARLY LEARNING CENTRE || MY PLACE EARLY LEARNING CTR || MY PLACE;CTR->CENTER || CTR->CENTRE
11502201;;SECOND BAPTIST PRE-SCHOOL;Huntsville;TX;;;;;;,,;SECOND BAPTIST PRE-SCHOOL;SECOND BAPTIST PRESCHOOL;SECOND BAPTIST;SECOND BAPTIST PRESCHOOL;SECOND BAPTIST PRESCHOOL || SECOND BAPTIST;
11505253;Montessori;ABSORBENT MINDS MONT SCHOOL;Cuyahoga Fls;OH;;;;;;,,;ABSORBENT MINDS MONT SCHOOL;ABSORBENT MINDS MONT SCHOOL;ABSORBENT MINDS MONT;ABSORBENT MINDS MONT SCHOOL;ABSORBENT MINDS MONT SCHOOL || ABSORBENT MINDS MONT;
11505411;;SPROUTS DAY CARE;Indianapolis;IN;;;;;;,,;SPROUTS DAY CARE;SPROUTS DAY CARE;SPROUTS;SPROUTS DAY CARE;SPROUTS DAY CARE || SPROUTS;
11506788;Independent Center;GATEWAY ACAD CDC-W ARROWOOD;Charlotte;NC;;;;;;,,;GATEWAY ACAD CDC-W ARROWOOD;GATEWAY ACAD CDC W ARROWOOD;GATEWAY ACAD W ARROWOOD;GATEWAY ACAD CHILD DEVELOPMENT CENTER W ARROWOOD;GATEWAY ACAD CHILD DEVELOPMENT CENTER W ARROWOOD || GATEWAY ACADEMY CDC W ARROWOOD || GATEWAY ACAD CDC W ARROWOOD || GATEWAY ACAD W ARROWOOD;ACAD->ACADEMY || CDC->CHILD DEVELOPMENT CENTER
11508384;Church/Synagogue;SHALOH HOUSE PRE-SCHOOL;Stoughton;MA;;;;;;,,;SHALOH HOUSE PRE-SCHOOL;SHALOH HOUSE PRESCHOOL;SHALOH HOUSE;SHALOH HOUSE PRESCHOOL;SHALOH HOUSE PRESCHOOL || SHALOH HOUSE;
11508621;;SUDBURY COOPERATIVE PRE-SCHOOL;Sudbury;MA;;;;;;,,;SUDBURY COOPERATIVE PRE-SCHOOL;SUDBURY COOPERATIVE PRESCHOOL;COOPERATIVE;SUDBURY COOPERATIVE PRESCHOOL;SUDBURY COOPERATIVE PRESCHOOL || SUDBURY COOPERATIVE || COOPERATIVE;removed city tokens from core: SUDBURY
11510868;;LLC LIGHTHOUSE LEARNING ACAD;Cookeville;TN;;;;;;,,;LLC LIGHTHOUSE LEARNING ACAD;LIGHTHOUSE LEARNING ACAD;LIGHTHOUSE ACAD;LIGHTHOUSE LEARNING ACADEMY;LIGHTHOUSE LEARNING ACADEMY || LIGHTHOUSE LEARNING ACAD || LIGHTHOUSE ACAD;ACAD->ACADEMY
11514383;Other Chains;PHOENIX CHLDRNS ACAD HAPPY VLY;Scottsdale;AZ;;;;;;,,;PHOENIX CHLDRNS ACAD HAPPY VLY;PHOENIX CHLDRNS ACAD HAPPY VLY;PHOENIX CHLDRNS ACAD HAPPY VLY;PHOENIX CHLDRNS ACADEMY HAPPY VLY;PHOENIX CHLDRNS ACADEMY HAPPY VLY || PHOENIX CHLDRNS ACAD HAPPY VLY;ACAD->ACADEMY
11514735;;NEW VISION PRE-SCHOOL;Mt Hood Prkdl;OR;;;;;;,,;NEW VISION PRE-SCHOOL;NEW VISION PRESCHOOL;NEW VISION;NEW VISION PRESCHOOL;NEW VISION PRESCHOOL || NEW VISION;
11524546;Other Chains;WEST COUNTY DAY SCHOOL;Chesterfield;MO;;;;;;,,;WEST COUNTY DAY SCHOOL;WEST COUNTY DAY SCHOOL;WEST COUNTY;WEST COUNTY DAY SCHOOL;WEST COUNTY DAY SCHOOL || WEST COUNTY;
11524716;Montessori;CASA DIA MONTESSORI-WATSON;Saint Louis;MO;;;;;;,,;CASA DIA MONTESSORI-WATSON;CASA DIA MONTESSORI WATSON;CASA DIA MONTESSORI WATSON;CASA DIA MONTESSORI WATSON;CASA DIA MONTESSORI WATSON;
11553535;Other Chains;CRAYON CAMPUS;Grand Prairie;TX;;;;;;,,;CRAYON CAMPUS;CRAYON CAMPUS;CRAYON CAMPUS;CRAYON CAMPUS;CRAYON CAMPUS;
11554151;Other Chains;WINWOOD CHLD CTR-BRAMBLETON II;Ashburn;VA;;;;;;,,;WINWOOD CHLD CTR-BRAMBLETON II;WINWOOD CHLD CTR BRAMBLETON II;WINWOOD CHLD BRAMBLETON II;WINWOOD CHLD CENTER BRAMBLETON II;WINWOOD CHLD CENTER BRAMBLETON II || WINWOOD CHLD CENTRE BRAMBLETON II || WINWOOD CHILD CTR BRAMBLETON II || WINWOOD CHLD CTR BRAMBLETON II || WINWOOD CHLD BRAMBLETON II;CHLD->CHILD || CTR->CENTER || CTR->CENTRE
11554163;Other Chains;FLANAGAN'S PRE-SCHOOL;Plymouth Mtng;PA;;;;;;,,;FLANAGAN'S PRE-SCHOOL;FLANAGANS PRESCHOOL;FLANAGANS;FLANAGANS PRESCHOOL;FLANAGANS PRESCHOOL || FLANAGANS;
11554357;Other Chains;PHOENIX CHLDRN'S ACAD CHANDLER;Scottsdale;AZ;;;;;;,,;PHOENIX CHLDRN'S ACAD CHANDLER;PHOENIX CHLDRNS ACAD CHANDLER;PHOENIX CHLDRNS ACAD CHANDLER;PHOENIX CHLDRNS ACADEMY CHANDLER;PHOENIX CHLDRNS ACADEMY CHANDLER || PHOENIX CHLDRNS ACAD CHANDLER;ACAD->ACADEMY
11554424;Independent Center;PEANUT GALLERY-THE COLONY;The Colony;TX;;;;;;,,;PEANUT GALLERY-THE COLONY;PEANUT GALLERY COLONY;PEANUT GALLERY;PEANUT GALLERY COLONY;PEANUT GALLERY COLONY || PEANUT GALLERY;removed city tokens from core: COLONY
11555038;Independent Center;GATEWAY ACADEMY CDC-GREENVILLE;Greenville;SC;;;;;;,,;GATEWAY ACADEMY CDC-GREENVILLE;GATEWAY ACADEMY CDC GREENVILLE;GATEWAY;GATEWAY ACADEMY CHILD DEVELOPMENT CENTER GREENVILLE;GATEWAY ACADEMY CHILD DEVELOPMENT CENTER GREENVILLE || GATEWAY ACADEMY CDC GREENVILLE || GATEWAY GREENVILLE || GATEWAY;CDC->CHILD DEVELOPMENT CENTER || removed city tokens from core: GREENVILLE
11555777;Independent Center;KIDS BAY LEARNING CENTER;San Diego;CA;;;;;;,,;KIDS BAY LEARNING CENTER;KIDS BAY LEARNING CENTER;KIDS BAY;KIDS BAY LEARNING CENTER;KIDS BAY LEARNING CENTER || KIDS BAY;
11570882;Church/Synagogue;HOMEWOOD DAY SCHOOL;Homewood;AL;;;;;;,,;HOMEWOOD DAY SCHOOL;HOMEWOOD DAY SCHOOL;DAY SCHOOL;HOMEWOOD DAY SCHOOL;HOMEWOOD DAY SCHOOL || DAY SCHOOL || HOMEWOOD;removed city tokens from core: HOMEWOOD
11593987;;CLAREMONT NEIGHBORHOOD CCC;Bronx;NY;;;;;;,,;CLAREMONT NEIGHBORHOOD CCC;CLAREMONT NEIGHBORHOOD CCC;CLAREMONT NEIGHBORHOOD;CLAREMONT NEIGHBORHOOD CHILD CARE CENTER;CLAREMONT NEIGHBORHOOD CHILD CARE CENTER || CLAREMONT NEIGHBORHOOD CCC || CLAREMONT NEIGHBORHOOD;CCC->CHILD CARE CENTER
11618006;Montessori;MIAMI SPRINGS MONTESSORI SCH;Miami Springs;FL;;;;;;,,;MIAMI SPRINGS MONTESSORI SCH;MIAMI SPRINGS MONTESSORI SCH;MONTESSORI;MIAMI SPRINGS MONTESSORI SCHOOL;MIAMI SPRINGS MONTESSORI SCHOOL || MIAMI SPRINGS MONTESSORI SCH || MIAMISPRINGS MONTESSORI SCH || MIAMI SPRINGS MONTESSORI || MONTESSORI;SCH->SCHOOL || MIAMI SPRINGS->MIAMISPRINGS (compound city) || removed city tokens from core: MIAMI SPRINGS
11619347;;PREMIER ACADEMY;Windermere;FL;;;;;;,,;PREMIER ACADEMY;PREMIER ACADEMY;PREMIER;PREMIER ACADEMY;PREMIER ACADEMY || PREMIER;
11621259;;SCOTTSDALE ACADEMY-SOUTHWOOD;Tallahassee;FL;;;;;;,,;SCOTTSDALE ACADEMY-SOUTHWOOD;SCOTTSDALE ACADEMY SOUTHWOOD;SCOTTSDALE SOUTHWOOD;SCOTTSDALE ACADEMY SOUTHWOOD;SCOTTSDALE ACADEMY SOUTHWOOD || SCOTTSDALE SOUTHWOOD;
11623271;;OHIO WESLEYAN UNIVERSITY ECC;Delaware;OH;;;;;;,,;OHIO WESLEYAN UNIVERSITY ECC;OHIO WESLEYAN UNIVERSITY ECC;OHIO WESLEYAN UNIVERSITY;OHIO WESLEYAN UNIVERSITY EARLY CHILDHOOD EDUCATION CENTER;OHIO WESLEYAN UNIVERSITY EARLY CHILDHOOD EDUCATION CENTER || OHIO WESLEYAN UNIVERSITY EARLY CHILDHOOD CENTER || OHIO WESLEYAN UNIVERSITY ECC || OHIO WESLEYAN UNIVERSITY;ECC->EARLY CHILDHOOD CENTER || ECC->EARLY CHILDHOOD EDUCATION CENTER
11627071;Other Chains;MINNIELAND ACADEMY-WOODLAKE;Midlothian;VA;;;;;;,,;MINNIELAND ACADEMY-WOODLAKE;MINNIELAND ACADEMY WOODLAKE;MINNIELAND WOODLAKE;MINNIELAND ACADEMY WOODLAKE;MINNIELAND ACADEMY WOODLAKE || MINNIELAND WOODLAKE;
11631797;;PANKOW VOCATIONAL CCC;Clinton;MI;;;;;;,,;PANKOW VOCATIONAL CCC;PANKOW VOCATIONAL CCC;PANKOW VOCATIONAL;PANKOW VOCATIONAL CHILD CARE CENTER;PANKOW VOCATIONAL CHILD CARE CENTER || PANKOW VOCATIONAL CCC || PANKOW VOCATIONAL;CCC->CHILD CARE CENTER
11631979;;NANNY'S NURSERY;Taylor;MI;;;;;;,,;NANNY'S NURSERY;NANNYS NURSERY;NANNYS;NANNYS NURSERY;NANNYS NURSERY || NANNYS;
11632478;Independent Center;TOWNE LAKE ACADEMY-N CAMPUS;Woodstock;GA;;;;;;,,;TOWNE LAKE ACADEMY-N CAMPUS;TOWNE LAKE ACADEMY N CAMPUS;TOWNE LAKE N CAMPUS;TOWNE LAKE ACADEMY N CAMPUS;TOWNE LAKE ACADEMY N CAMPUS || TOWNE LAKE N CAMPUS;
11633563;;NEW ODYSSEY FOR CHILDREN CCC;Hoschton;GA;;;;;;,,;NEW ODYSSEY FOR CHILDREN CCC;NEW ODYSSEY FOR CHILDREN CCC;NEW ODYSSEY;NEW ODYSSEY FOR CHILDREN CHILD CARE CENTER;NEW ODYSSEY FOR CHILDREN CHILD CARE CENTER || NEW ODYSSEY FOR CHILDREN CCC || NEW ODYSSEY FOR || NEW ODYSSEY;CCC->CHILD CARE CENTER
11640750;;DISCOVERY STATION ELC;Spanaway;WA;;;;;;,,;DISCOVERY STATION ELC;DISCOVERY STATION ELC;DISCOVERY STATION ELC;DISCOVERY STATION ELC;DISCOVERY STATION ELC;
11640889;Independent Center;SARODGINI DAY CARE;Bellevue;WA;;;;;;,,;SARODGINI DAY CARE;SARODGINI DAY CARE;SARODGINI;SARODGINI DAY CARE;SARODGINI DAY CARE || SARODGINI;
11645944;;SCHOOL OF IMAGINATION CCC;Dublin;CA;;;;;;,,;SCHOOL OF IMAGINATION CCC;SCHOOL OF IMAGINATION CCC;IMAGINATION;SCHOOL OF IMAGINATION CHILD CARE CENTER;SCHOOL OF IMAGINATION CHILD CARE CENTER || SCHOOL OF IMAGINATION CCC || OF IMAGINATION || IMAGINATION;CCC->CHILD CARE CENTER
11649720;YMCA/YWCA;YMCA SCHOOLS OUT-DUNBAR;Springfield;MA;;;;;;,,;YMCA SCHOOLS OUT-DUNBAR;YMCA SCHOOLS OUT DUNBAR;YMCA SCHOOLS OUT DUNBAR;YMCA SCHOOLS OUT DUNBAR;YMCA SCHOOLS OUT DUNBAR;
11652234;Independent Center;A PLACE TO GROW LEALRNING CTR;Pittsburgh;PA;;;;;;,,;A PLACE TO GROW LEALRNING CTR;A PLACE TO GROW LEALRNING CTR;A PLACE TO GROW LEALRNING;A PLACE TO GROW LEALRNING CENTER;A PLACE TO GROW LEALRNING CENTER || A PLACE TO GROW LEALRNING CENTRE || A PLACE TO GROW LEALRNING CTR || A PLACE TO GROW LEALRNING;CTR->CENTER || CTR->CENTRE
11653783;YMCA/YWCA;WEST CHESTER YMCA DAY CARE;West Chester;PA;;;;;;,,;WEST CHESTER YMCA DAY CARE;WEST CHESTER YMCA DAY CARE;YMCA;WEST CHESTER YMCA DAY CARE;WEST CHESTER YMCA DAY CARE || WESTCHESTER YMCA DAY CARE || WEST CHESTER YMCA || YMCA;WEST CHESTER->WESTCHESTER (compound city) || removed city tokens from core: WEST CHESTER
11660748;;LITTLE FOOTSTEPS CHILD DEV CTR;Wayne;NJ;;;;;;,,;LITTLE FOOTSTEPS CHILD DEV CTR;LITTLE FOOTSTEPS CHILD DEV CTR;LITTLE FOOTSTEPS;LITTLE FOOTSTEPS CHILD DEVELOPMENT CENTER;LITTLE FOOTSTEPS CHILD DEVELOPMENT CENTER || LITTLE FOOTSTEPS CHILD DEVELOPMENT CTR || LITTLE FOOTSTEPS CHILD DEV CENTER || LITTLE FOOTSTEPS CHILD DEV CENTRE || LITTLE FOOTSTEPS CHILD DEV CTR || LITTLE FOOTSTEPS;DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
11667904;;A STEP AHEAD CHILD DEV CENTER;Conway;SC;;;;;;,,;A STEP AHEAD CHILD DEV CENTER;A STEP AHEAD CHILD DEV CENTER;A STEP AHEAD;A STEP AHEAD CHILD DEVELOPMENT CENTER;A STEP AHEAD CHILD DEVELOPMENT CENTER || A STEP AHEAD CHILD DEV CENTER || A STEP AHEAD;DEV->DEVELOPMENT
11670688;;TEMPLE SHAARAY TEFILA NURSERY;New York;NY;;;;;;,,;TEMPLE SHAARAY TEFILA NURSERY;TEMPLE SHAARAY TEFILA NURSERY;TEMPLE SHAARAY TEFILA;TEMPLE SHAARAY TEFILA NURSERY;TEMPLE SHAARAY TEFILA NURSERY || TEMPLE SHAARAY TEFILA;
11673381;;DISCOVERY PRE-SCH;Louisville;KY;;;;;;,,;DISCOVERY PRE-SCH;DISCOVERY PRE SCH;DISCOVERY;DISCOVERY PRESCHOOL SCH;DISCOVERY PRESCHOOL SCH || DISCOVERY PRE SCHOOL || DISCOVERY PRESCHOOL || DISCOVERY PRE SCH || DISCOVERY;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
11675183;;TEMPLE BETH SHALOM PRE-SCHOOL;Las Vegas;NV;;;;;;,,;TEMPLE BETH SHALOM PRE-SCHOOL;TEMPLE BETH SHALOM PRESCHOOL;TEMPLE BETH SHALOM;TEMPLE BETH SHALOM PRESCHOOL;TEMPLE BETH SHALOM PRESCHOOL || TEMPLE BETH SHALOM;
11682801;;SPROUTS PRE-SCHOOL;Mckinney;TX;;;;;;,,;SPROUTS PRE-SCHOOL;SPROUTS PRESCHOOL;SPROUTS;SPROUTS PRESCHOOL;SPROUTS PRESCHOOL || SPROUTS;
11683415;Church/Synagogue;WESTMINSTER WEEKDAY PRE-SCH;Houston;TX;;;;;;,,;WESTMINSTER WEEKDAY PRE-SCH;WESTMINSTER WEEKDAY PRE SCH;WESTMINSTER WEEKDAY;WESTMINSTER WEEKDAY PRESCHOOL SCH;WESTMINSTER WEEKDAY PRESCHOOL SCH || WESTMINSTER WEEKDAY PRE SCHOOL || WESTMINSTER WEEKDAY PRESCHOOL || WESTMINSTER WEEKDAY PRE SCH || WESTMINSTER WEEKDAY;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
11683441;;WEST UNIVERSITY UNITED METH DC;Houston;TX;;;;;;,,;WEST UNIVERSITY UNITED METH DC;WEST UNIVERSITY UNITED METH DC;WEST UNIVERSITY UNITED METH;WEST UNIVERSITY UNITED METH DEVELOPMENT CENTER;WEST UNIVERSITY UNITED METH DEVELOPMENT CENTER || WEST UNIVERSITY UNITED METH DAY CARE || WEST UNIVERSITY UNITED METHODIST DC || WEST UNIVERSITY UNITED METH DC || WEST UNIVERSITY UNITED METH;METH->METHODIST || DC->DAY CARE || DC->DEVELOPMENT CENTER
11688661;Independent Center;SMART START CHILD CARE CENTER;Omaha;NE;;;;;;,,;SMART START CHILD CARE CENTER;SMART START CHILD CARE CENTER;SMART START;SMART START CHILD CARE CENTER;SMART START CHILD CARE CENTER || SMART START;
11756074;;EARLY YEARS PRE-SCHOOL & PDO;Arlington;VA;;;;;;,,;EARLY YEARS PRE-SCHOOL & PDO;EARLY YEARS PRESCHOOL AND PDO;YEARS PDO;EARLY YEARS PRESCHOOL AND PDO;EARLY YEARS PRESCHOOL AND PDO || YEARS AND PDO || YEARS PDO;
11756206;Independent Center;DESTINY PRE-SCHOOL;Leesburg;VA;;;;;;,,;DESTINY PRE-SCHOOL;DESTINY PRESCHOOL;DESTINY;DESTINY PRESCHOOL;DESTINY PRESCHOOL || DESTINY;
11756816;Church/Synagogue;FIRST BAPTIST-HERNDON CDC;Herndon;VA;;;;;;,,;FIRST BAPTIST-HERNDON CDC;FIRST BAPTIST HERNDON CDC;FIRST BAPTIST;FIRST BAPTIST HERNDON CHILD DEVELOPMENT CENTER;FIRST BAPTIST HERNDON CHILD DEVELOPMENT CENTER || FIRST BAPTIST HERNDON CDC || FIRST BAPTIST HERNDON || FIRST BAPTIST;CDC->CHILD DEVELOPMENT CENTER || removed city tokens from core: HERNDON
11758797;;CARE AFTER SCHOOL-WORTHINGTON;Columbus;OH;;;;;;,,;CARE AFTER SCHOOL-WORTHINGTON;CARE AFTER SCHOOL WORTHINGTON;AFTER WORTHINGTON;CARE AFTER SCHOOL WORTHINGTON;CARE AFTER SCHOOL WORTHINGTON || AFTER WORTHINGTON;
11759844;;ALTA CANYON SPORTS CCC;Sandy;UT;;;;;;,,;ALTA CANYON SPORTS CCC;ALTA CANYON SPORTS CCC;ALTA CANYON SPORTS;ALTA CANYON SPORTS CHILD CARE CENTER;ALTA CANYON SPORTS CHILD CARE CENTER || ALTA CANYON SPORTS CCC || ALTA CANYON SPORTS;CCC->CHILD CARE CENTER
11760312;;HAPPY SPROUTS DC;La Vista;NE;;;;;;,,;HAPPY SPROUTS DC;HAPPY SPROUTS DC;HAPPY SPROUTS;HAPPY SPROUTS DEVELOPMENT CENTER;HAPPY SPROUTS DEVELOPMENT CENTER || HAPPY SPROUTS DAY CARE || HAPPY SPROUTS DC || HAPPY SPROUTS;DC->DAY CARE || DC->DEVELOPMENT CENTER
11760623;;STEPPING STONES CC LRNG CTR;Brainerd;MN;;;;;;,,;STEPPING STONES CC LRNG CTR;STEPPING STONES CC LRNG CTR;STEPPING STONES LRNG;STEPPING STONES COMMUNITY CENTER LRNG CTR;STEPPING STONES COMMUNITY CENTER LRNG CTR || STEPPING STONES CHILD CARE LRNG CTR || STEPPING STONES CC LEARNING CTR || STEPPING STONES CC LRNG CENTER || STEPPING STONES CC LRNG CENTRE || STEPPING STONES CC LRNG CTR || STEPPING STONES LRNG;CC->CHILD CARE || CC->COMMUNITY CENTER || LRNG->LEARNING || CTR->CENTER || CTR->CENTRE
11762425;;CHILDREN FIRST CLUB;Granby;MA;;;;;;,,;CHILDREN FIRST CLUB;CHILDREN FIRST CLUB;FIRST CLUB;CHILDREN FIRST CLUB;CHILDREN FIRST CLUB || FIRST CLUB;
11774686;;MONARCH LEARNING ACADEMY;Orlando;FL;;;;;;,,;MONARCH LEARNING ACADEMY;MONARCH LEARNING ACADEMY;MONARCH;MONARCH LEARNING ACADEMY;MONARCH LEARNING ACADEMY || MONARCH;
11776608;;GARDNER SCHOOL;Nashville;TN;;;;;;,,;GARDNER SCHOOL;GARDNER SCHOOL;GARDNER;GARDNER SCHOOL;GARDNER SCHOOL || GARDNER;
11789655;;HEARTLAND CHILD CARE CTR;Lafayette;IN;;;;;;,,;HEARTLAND CHILD CARE CTR;HEARTLAND CHILD CARE CTR;HEARTLAND;HEARTLAND CHILD CARE CENTER;HEARTLAND CHILD CARE CENTER || HEARTLAND CHILD CARE CENTRE || HEARTLAND CHILD CARE CTR || HEARTLAND;CTR->CENTER || CTR->CENTRE
11798163;;NOAH'S ARK ACADEMY;Sugar Land;TX;;;;;;,,;NOAH'S ARK ACADEMY;NOAHS ARK ACADEMY;NOAHS ARK;NOAHS ARK ACADEMY;NOAHS ARK ACADEMY || NOAHS ARK;
11800376;;ABIDING PRESENCE LUTHERAN DC;San Antonio;TX;;;;;;,,;ABIDING PRESENCE LUTHERAN DC;ABIDING PRESENCE LUTHERAN DC;ABIDING PRESENCE LUTHERAN;ABIDING PRESENCE LUTHERAN DEVELOPMENT CENTER;ABIDING PRESENCE LUTHERAN DEVELOPMENT CENTER || ABIDING PRESENCE LUTHERAN DAY CARE || ABIDING PRESENCE LUTHERAN DC || ABIDING PRESENCE LUTHERAN;DC->DAY CARE || DC->DEVELOPMENT CENTER
11815436;Other Chains;CHILDREN'S CORNER LRNG CTR;Wappingers Fl;NY;;;;;;,,;CHILDREN'S CORNER LRNG CTR;CHILDRENS CORNER LRNG CTR;CORNER LRNG;CHILDRENS CORNER LEARNING CTR;CHILDRENS CORNER LEARNING CTR || CHILDRENS CORNER LRNG CENTER || CHILDRENS CORNER LRNG CENTRE || CHILDRENS CORNER LRNG CTR || CORNER LRNG;LRNG->LEARNING || CTR->CENTER || CTR->CENTRE
11840118;;DICK HOWSER CHILD CARE CTR;Tallahassee;FL;;;;;;,,;DICK HOWSER CHILD CARE CTR;DICK HOWSER CHILD CARE CTR;DICK HOWSER;DICK HOWSER CHILD CARE CENTER;DICK HOWSER CHILD CARE CENTER || DICK HOWSER CHILD CARE CENTRE || DICK HOWSER CHILD CARE CTR || DICK HOWSER;CTR->CENTER || CTR->CENTRE
11840120;;SCOTTSDALE ACADEMY;Tallahassee;FL;;;;;;,,;SCOTTSDALE ACADEMY;SCOTTSDALE ACADEMY;SCOTTSDALE;SCOTTSDALE ACADEMY;SCOTTSDALE ACADEMY || SCOTTSDALE;
11844920;;BUILDING BLOCKS ACADEMY 2;Winter Haven;FL;;;;;;,,;BUILDING BLOCKS ACADEMY 2;BUILDING BLOCKS ACADEMY 2;BUILDING BLOCKS 2;BUILDING BLOCKS ACADEMY 2;BUILDING BLOCKS ACADEMY 2 || BUILDING BLOCKS 2;
11846708;;VILLAGE VIEW CHRISTIAN ACADEMY;Summerfield;FL;;;;;;,,;VILLAGE VIEW CHRISTIAN ACADEMY;VILLAGE VIEW CHRISTIAN ACADEMY;VILLAGE VIEW CHRISTIAN;VILLAGE VIEW CHRISTIAN ACADEMY;VILLAGE VIEW CHRISTIAN ACADEMY || VILLAGE VIEW CHRISTIAN;
11846887;;FIRST STEPS PRE-SCHOOL;Ocala;FL;;;;;;,,;FIRST STEPS PRE-SCHOOL;FIRST STEPS PRESCHOOL;FIRST STEPS;FIRST STEPS PRESCHOOL;FIRST STEPS PRESCHOOL || FIRST STEPS;
11853725;;HILLTOP NEIGHBORHOOD HOUSE DC;Valparaiso;IN;;;;;;,,;HILLTOP NEIGHBORHOOD HOUSE DC;HILLTOP NEIGHBORHOOD HOUSE DC;HILLTOP NEIGHBORHOOD HOUSE;HILLTOP NEIGHBORHOOD HOUSE DEVELOPMENT CENTER;HILLTOP NEIGHBORHOOD HOUSE DEVELOPMENT CENTER || HILLTOP NEIGHBORHOOD HOUSE DAY CARE || HILLTOP NEIGHBORHOOD HOUSE DC || HILLTOP NEIGHBORHOOD HOUSE;DC->DAY CARE || DC->DEVELOPMENT CENTER
11854858;;NYACK CENTER SACC;Nyack;NY;;;;;;,,;NYACK CENTER SACC;NYACK CENTER SACC;SACC;NYACK CENTER SCHOOL AGE CHILD CARE;NYACK CENTER SCHOOL AGE CHILD CARE || NYACK CENTER SACC || NYACK SACC || SACC;SACC->SCHOOL AGE CHILD CARE || removed city tokens from core: NYACK
11857290;;WESTERN BRANCH ACADEMY;Chesapeake;VA;;;;;;,,;WESTERN BRANCH ACADEMY;WESTERN BRANCH ACADEMY;WESTERN BRANCH;WESTERN BRANCH ACADEMY;WESTERN BRANCH ACADEMY || WESTERN BRANCH;
11861071;;APRENDE CON AMIGOS CCC;Portland;OR;;;;;;,,;APRENDE CON AMIGOS CCC;APRENDE CON AMIGOS CCC;APRENDE CON AMIGOS;APRENDE CON AMIGOS CHILD CARE CENTER;APRENDE CON AMIGOS CHILD CARE CENTER || APRENDE CON AMIGOS CCC || APRENDE CON AMIGOS;CCC->CHILD CARE CENTER
11861588;;VISUALLY IMPAIRED PRE-SCH;Louisville;KY;;;;;;,,;VISUALLY IMPAIRED PRE-SCH;VISUALLY IMPAIRED PRE SCH;VISUALLY IMPAIRED;VISUALLY IMPAIRED PRESCHOOL SCH;VISUALLY IMPAIRED PRESCHOOL SCH || VISUALLY IMPAIRED PRE SCHOOL || VISUALLY IMPAIRED PRESCHOOL || VISUALLY IMPAIRED PRE SCH || VISUALLY IMPAIRED;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
11862647;;EDUCATION EXPRESS CCC;La Vista;NE;;;;;;,,;EDUCATION EXPRESS CCC;EDUCATION EXPRESS CCC;EDUCATION EXPRESS;EDUCATION EXPRESS CHILD CARE CENTER;EDUCATION EXPRESS CHILD CARE CENTER || EDUCATION EXPRESS CCC || EDUCATION EXPRESS;CCC->CHILD CARE CENTER
11862685;;EDUCATION EXPRESS CCC;Omaha;NE;;;;;;,,;EDUCATION EXPRESS CCC;EDUCATION EXPRESS CCC;EDUCATION EXPRESS;EDUCATION EXPRESS CHILD CARE CENTER;EDUCATION EXPRESS CHILD CARE CENTER || EDUCATION EXPRESS CCC || EDUCATION EXPRESS;CCC->CHILD CARE CENTER
11868873;;APPLE TREE CHILDRENS CTR;Clive;IA;;;;;;,,;APPLE TREE CHILDRENS CTR;APPLE TREE CHILDRENS CTR;APPLE TREE;APPLE TREE CHILDRENS CENTER;APPLE TREE CHILDRENS CENTER || APPLE TREE CHILDRENS CENTRE || APPLE TREE CHILDRENS CTR || APPLE TREE;CTR->CENTER || CTR->CENTRE
